,key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
38464,2015-06-20 07:10:08.0000001,35.5,2015-06-20 07:10:08 UTC,-73.78189086914062,40.6451530456543,-73.94876861572266,40.687156677246094,1
59703,2011-10-14 21:33:00.000000207,14.9,2011-10-14 21:33:00 UTC,-73.953673,40.770428,-74.002383,40.747035,5
44422,2009-04-23 11:54:00.000000169,11.3,2009-04-23 11:54:00 UTC,-73.982935,40.747978,-73.962837,40.775243,2
16802,2011-07-27 21:03:24.0000003,6.9,2011-07-27 21:03:24 UTC,-73.989987,40.734756,-73.97801700000002,40.751173,1
53511,2009-04-13 15:23:00.00000069,10.9,2009-04-13 15:23:00 UTC,-73.97744,40.779752,-73.978082,40.751347,1
65538,2014-06-06 08:24:00.00000042,11.0,2014-06-06 08:24:00 UTC,-73.95288199999997,40.786775,-73.96003499999998,40.766212,3
5278,2009-11-13 14:48:31.0000003,6.5,2009-11-13 14:48:31 UTC,-73.968724,40.763238,-73.95666700000002,40.78304,1
85226,2011-09-29 20:29:00.000000253,8.1,2011-09-29 20:29:00 UTC,-73.983143,40.750472,-73.961372,40.76876,1
89111,2009-08-05 18:56:27.0000002,10.5,2009-08-05 18:56:27 UTC,-73.982089,40.761847,-73.993245,40.736874,1
80203,2015-02-18 11:11:46.0000001,12.5,2015-02-18 11:11:46 UTC,-73.9945068359375,40.75085067749024,-73.97697448730467,40.76436996459961,2
23110,2009-08-25 11:58:35.0000002,12.1,2009-08-25 11:58:35 UTC,-74.00880500000002,40.714631,-73.980104,40.760588,1
98353,2009-09-16 10:54:18.0000003,6.9,2009-09-16 10:54:18 UTC,-73.99410400000002,40.751269,-73.9816,40.758849,1
25331,2012-05-19 13:34:00.000000111,3.3,2012-05-19 13:34:00 UTC,-73.976313,40.759512,-73.97971700000002,40.75517,1
8857,2012-03-26 06:40:00.000000105,6.5,2012-03-26 06:40:00 UTC,-73.99404799999998,40.751173,-73.977642,40.760283,5
89373,2014-12-15 15:03:50.0000001,19.0,2014-12-15 15:03:50 UTC,-73.981085,40.78469000000001,-73.997578,40.725763,1
67053,2010-05-21 11:12:43.0000002,10.9,2010-05-21 11:12:43 UTC,-73.997276,40.742102,-74.00612199999998,40.706293,1
35639,2011-09-09 19:10:00.000000266,6.5,2011-09-09 19:10:00 UTC,-73.997977,40.725242,-73.990372,40.740852,1
19921,2013-12-03 06:39:00.0000008,5.0,2013-12-03 06:39:00 UTC,-73.979458,40.743707,-73.9752,40.75538,1
9033,2011-11-10 11:51:00.00000086,10.9,2011-11-10 11:51:00 UTC,-73.983492,40.76556,-73.968305,40.752853,1
15992,2014-01-03 19:53:11.0000002,7.5,2014-01-03 19:53:11 UTC,-73.976242,40.748458,-73.99047,40.751564,1
90930,2010-09-30 19:31:32.00000010,4.9,2010-09-30 19:31:32 UTC,-73.95894100000002,40.771621,-73.967911,40.762725,1
85809,2013-10-06 15:28:29.0000002,18.0,2013-10-06 15:28:29 UTC,-73.862837,40.768921,-73.84670799999998,40.723574,1
35015,2009-04-06 21:45:00.00000065,6.9,2009-04-06 21:45:00 UTC,-73.991037,40.723753,-73.985648,40.72302,1
57319,2010-12-31 18:28:00.000000142,4.1,2010-12-31 18:28:00 UTC,-74.017287,40.704868,-74.017287,40.704868,1
86506,2013-05-10 17:16:00.000000170,6.0,2013-05-10 17:16:00 UTC,0.0,0.0,0.0,0.0,1
47313,2013-08-15 07:47:00.00000036,20.0,2013-08-15 07:47:00 UTC,-73.955965,40.76855,-74.011333,40.70256,5
46256,2015-04-29 12:26:21.0000004,5.5,2015-04-29 12:26:21 UTC,-73.9776382446289,40.75495910644531,-73.97190856933594,40.75983047485352,5
45531,2012-10-25 08:03:00.000000102,15.5,2012-10-25 08:03:00 UTC,-73.98844,40.747487,-74.013927,40.714237,1
97966,2015-03-26 19:39:09.0000002,9.0,2015-03-26 19:39:09 UTC,-73.98278045654298,40.782020568847656,-73.9793930053711,40.76613235473633,1
97242,2013-09-15 19:16:00.000000102,8.5,2013-09-15 19:16:00 UTC,-73.956027,40.784672,-73.959822,40.771002,1
6102,2014-06-22 13:10:09.0000004,6.0,2014-06-22 13:10:09 UTC,0.0,0.0,0.0,0.0,1
92836,2012-08-12 11:21:13.0000001,2.5,2012-08-12 11:21:13 UTC,-73.972699,40.756445,-73.972787,40.756275,1
75091,2013-10-25 14:41:00.000000162,5.0,2013-10-25 14:41:00 UTC,-73.96658199999997,40.770602,-73.962307,40.776122,1
88151,2013-01-10 18:59:39.0000002,15.5,2013-01-10 18:59:39 UTC,-73.964417,40.760451,-74.007784,40.731712,2
78228,2011-06-17 16:30:00.000000164,4.9,2011-06-17 16:30:00 UTC,-73.87064000000002,40.773812,-73.864193,40.76962,1
4158,2014-03-04 07:19:31.0000001,7.5,2014-03-04 07:19:31 UTC,-73.983678,40.775822,-73.975422,40.760975,1
42191,2009-01-20 09:07:00.00000045,4.1,2009-01-20 09:07:00 UTC,-73.98530799999997,40.747,-73.99243,40.737948,1
40979,2015-02-15 10:52:29.0000001,12.5,2015-02-15 10:52:29 UTC,-73.99542236328125,40.7232666015625,-73.98925018310547,40.75768661499024,2
39657,2012-05-11 23:55:00.000000271,26.5,2012-05-11 23:55:00 UTC,-73.87091,40.773865,-73.965337,40.806042,2
3412,2012-03-23 22:20:59.0000003,6.9,2012-03-23 22:20:59 UTC,-73.98986500000002,40.758949,-73.982073,40.775204,2
48121,2010-09-01 22:28:00.000000141,12.5,2010-09-01 22:28:00 UTC,-73.98198199999999,40.771718,-73.95261500000002,40.782925,1
34067,2010-03-21 12:31:00.000000199,7.7,2010-03-21 12:31:00 UTC,-73.965588,40.766737,-73.94541,40.781323,1
29026,2013-08-25 00:58:00.000000172,8.0,2013-08-25 00:58:00 UTC,-73.967505,40.75771,-73.94786500000002,40.776125,1
91846,2010-01-03 19:24:00.00000089,6.9,2010-01-03 19:24:00 UTC,-73.996145,40.753422,-73.986452,40.763225,1
69255,2013-12-19 07:38:00.000000179,6.0,2013-12-19 07:38:00 UTC,-73.94776,40.78359,-73.95739,40.78242,1
59621,2009-09-11 21:58:00.000000158,6.9,2009-09-11 21:58:00 UTC,-73.979065,40.752705,-73.961782,40.761118,5
50293,2013-11-28 22:27:00.00000016,11.0,2013-11-28 22:27:00 UTC,-73.979347,40.758257,-73.990658,40.750757,2
56338,2012-07-17 14:42:00.000000142,4.9,2012-07-17 14:42:00 UTC,-73.978477,40.756955,-73.9888,40.742612,1
91285,2014-09-28 23:54:59.0000003,31.5,2014-09-28 23:54:59 UTC,-73.78831,40.647078,-73.948769,40.67071,2
34159,2009-07-13 09:29:00.00000090,3.3,2009-07-13 09:29:00 UTC,-73.951582,40.786147,-73.95236700000002,40.789738,1
98219,2009-06-11 11:01:00.00000022,4.9,2009-06-11 11:01:00 UTC,-73.974875,40.761648,-73.972123,40.752803,5
16793,2009-03-31 08:05:32.0000004,6.1,2009-03-31 08:05:32 UTC,-73.954228,40.787128,-73.962626,40.772822,2
47880,2010-05-14 15:11:00.000000155,10.9,2010-05-14 15:11:00 UTC,-73.976095,40.751595,-73.982135,40.777682,1
28153,2013-06-06 18:40:35.0000002,10.0,2013-06-06 18:40:35 UTC,-73.994238,40.750233,-73.99085699999998,40.738211,1
42921,2009-04-06 23:11:00.00000071,4.9,2009-04-06 23:11:00 UTC,-74.006058,40.735397,-73.994873,40.75015300000001,1
33421,2010-02-23 20:23:00.000000240,9.7,2010-02-23 20:23:00 UTC,-73.981392,40.755788,-73.983182,40.73052,1
66753,2013-01-16 12:26:00.00000023,6.0,2013-01-16 12:26:00 UTC,-73.967382,40.769168,-73.95661700000002,40.774897,5
63755,2014-04-17 16:07:00.00000019,8.0,2014-04-17 16:07:00 UTC,-73.954287,40.80091,-73.962213,40.805495,1
88757,2011-07-30 16:13:38.0000002,6.1,2011-07-30 16:13:38 UTC,-73.978437,40.757573,-73.991741,40.738697,1
60028,2014-08-15 12:43:35.0000003,9.0,2014-08-15 12:43:35 UTC,-73.952481,40.776893,-73.96476,40.760099,1
57923,2010-06-30 23:38:00.00000047,10.5,2010-06-30 23:38:00 UTC,-73.980515,40.760063,-73.942433,40.7862,1
19771,2009-04-12 00:46:21.0000008,10.1,2009-04-12 00:46:21 UTC,-73.973911,40.747867,-73.989333,40.719794,2
89122,2012-03-25 03:45:24.0000005,7.7,2012-03-25 03:45:24 UTC,-73.997629,40.761422,-73.98536,40.738836,1
82560,2012-06-17 18:52:00.000000185,6.5,2012-06-17 18:52:00 UTC,-73.974337,40.761502,-73.98477,40.748112,6
30093,2009-09-19 23:17:00.000000160,6.1,2009-09-19 23:17:00 UTC,-73.98176,40.732438,-73.98477199999998,40.74259,1
35411,2012-10-01 12:24:00.00000060,11.5,2012-10-01 12:24:00 UTC,-73.99245,40.72593,-73.972512,40.698062,3
34446,2009-10-01 07:55:00.00000022,6.1,2009-10-01 07:55:00 UTC,-73.996675,40.73746,-73.99002800000002,40.756528,2
25123,2009-06-08 18:30:51.0000007,10.9,2009-06-08 18:30:51 UTC,-74.005883,40.706038,-73.975239,40.730018,1
44570,2011-12-19 07:38:00.000000194,13.7,2011-12-19 07:38:00 UTC,-73.96985600000002,40.753028,-74.009535,40.705982,1
55750,2015-05-02 18:56:25.00000010,13.5,2015-05-02 18:56:25 UTC,-73.97322082519531,40.76433181762695,-73.9989242553711,40.73423385620117,1
42741,2014-04-10 20:37:21.0000001,8.0,2014-04-10 20:37:21 UTC,-74.004338,40.73379600000001,-73.994558,40.750497,1
43260,2010-09-08 08:23:00.00000049,8.5,2010-09-08 08:23:00 UTC,-73.988502,40.731433,-73.981863,40.773237,1
11836,2013-03-17 18:45:32.0000001,8.0,2013-03-17 18:45:32 UTC,-73.990596,40.718691,-73.972661,40.745627,1
8356,2011-09-08 03:12:00.00000033,34.5,2011-09-08 03:12:00 UTC,-73.988395,40.739245,-73.86529499999997,40.881962,2
95198,2010-06-11 23:17:00.00000020,8.9,2010-06-11 23:17:00 UTC,-73.966812,40.759707,-73.98643299999998,40.753585,1
62360,2011-01-03 08:50:00.00000028,4.9,2011-01-03 08:50:00 UTC,-73.967665,40.762965,-73.961173,40.775908,1
88938,2013-02-16 15:08:34.0000004,9.5,2013-02-16 15:08:34 UTC,-73.984593,40.736937,-73.989476,40.719049,2
53533,2010-04-20 12:44:42.0000003,10.5,2010-04-20 12:44:42 UTC,-73.978139,40.745609,-73.956427,40.77534,1
62020,2012-04-02 20:43:26.0000002,9.3,2012-04-02 20:43:26 UTC,-73.983634,40.738284,-73.985621,40.763414,1
62922,2009-08-12 09:01:00.000000117,14.5,2009-08-12 09:01:00 UTC,-73.991977,40.750215,-74.016745,40.704675,1
86316,2013-10-25 21:22:00.00000052,6.0,2013-10-25 21:22:00 UTC,-73.98270699999998,40.728072,-73.98557,40.72056,2
47348,2009-06-13 20:01:03.0000003,5.3,2009-06-13 20:01:03 UTC,-73.995397,40.683398,-73.980118,40.68155,1
47708,2010-10-21 20:51:00.000000300,9.7,2010-10-21 20:51:00 UTC,-74.06310500000002,40.610657,-74.064688,40.606107,1
19031,2012-12-25 01:11:00.00000071,4.5,2012-12-25 01:11:00 UTC,-73.892608,40.74891,-73.89955,40.749337,1
43062,2011-12-18 15:14:46.0000002,14.9,2011-12-18 15:14:46 UTC,-73.989293,40.752737,-73.984759,40.754272,1
4974,2010-08-19 22:41:51.0000001,9.3,2010-08-19 22:41:51 UTC,-73.967632,40.756472,-73.990461,40.756426,1
69744,2010-10-23 18:28:42.0000004,24.5,2010-10-23 18:28:42 UTC,-73.987854,40.750776,-73.942214,40.676447,2
11305,2012-01-07 11:40:00.000000159,32.5,2012-01-07 11:40:00 UTC,-73.87449000000002,40.774132,-73.992235,40.725295,1
5733,2010-04-24 12:24:00.000000134,3.3,2010-04-24 12:24:00 UTC,-73.960422,40.769758,-73.96675,40.77239,1
55748,2012-03-30 14:58:00.000000152,49.8,2012-03-30 14:58:00 UTC,-73.789742,40.643807,-73.992137,40.759497,1
98163,2009-12-09 18:44:26.0000001,8.9,2009-12-09 18:44:26 UTC,-73.982186,40.769317,-73.969479,40.799503,1
19996,2014-12-12 19:03:00.000000258,12.5,2014-12-12 19:03:00 UTC,-73.9812,40.76768,-73.94979000000002,40.78439,6
59015,2012-04-04 13:36:23.0000002,5.3,2012-04-04 13:36:23 UTC,-73.977202,40.784492,-73.961115,40.777723,1
81348,2014-02-25 08:38:47.0000001,11.5,2014-02-25 08:38:47 UTC,-73.95559399999998,40.776755,-73.969861,40.763578,1
8832,2012-10-21 02:02:53.0000001,15.5,2012-10-21 02:02:53 UTC,-73.982883,40.721237,-73.933952,40.696156,1
30173,2013-08-19 12:23:00.00000095,10.0,2013-08-19 12:23:00 UTC,-73.985112,40.741535,-73.976962,40.764087,1
54481,2015-04-27 17:13:50.0000001,11.0,2015-04-27 17:13:50 UTC,-73.9749298095703,40.753360748291016,-74.00275421142578,40.76064682006836,1
20333,2013-06-22 21:34:00.000000167,7.5,2013-06-22 21:34:00 UTC,-73.995125,40.740682,-74.007962,40.75124,1
14726,2012-06-26 20:42:17.0000003,6.1,2012-06-26 20:42:17 UTC,-73.987957,40.731865,-73.990257,40.719855,1
92181,2011-07-08 06:20:06.0000001,7.3,2011-07-08 06:20:06 UTC,-73.9696,40.7535,-73.9921,40.7492,0
8930,2011-06-07 08:54:00.000000121,26.9,2011-06-07 08:54:00 UTC,-73.863123,40.770983,-73.954115,40.816257,1
80069,2011-08-18 21:28:35.0000003,3.7,2011-08-18 21:28:35 UTC,-73.976042,40.756872,-73.969413,40.755271,2
48743,2014-11-15 10:01:00.000000125,15.0,2014-11-15 10:01:00 UTC,-73.988102,40.764827,-74.007887,40.715662,1
28274,2013-09-15 03:14:00.00000097,26.0,2013-09-15 03:14:00 UTC,-74.002347,40.739902,-73.950165,40.66317700000001,1
13293,2012-04-06 22:09:14.0000004,9.7,2012-04-06 22:09:14 UTC,-73.997632,40.736753,-73.989159,40.718709,1
85958,2012-05-19 11:45:00.000000174,18.1,2012-05-19 11:45:00 UTC,-74.016077,40.71103,-73.973507,40.757822,1
68796,2013-06-11 07:41:00.000000180,38.33,2013-06-11 07:41:00 UTC,-73.97248499999998,40.756483,-73.863862,40.767732,1
60453,2015-05-21 08:53:58.0000001,14.0,2015-05-21 08:53:58 UTC,-73.9516372680664,40.76641845703125,-73.98189544677734,40.758567810058594,1
98979,2012-01-01 20:32:20.0000004,4.9,2012-01-01 20:32:20 UTC,-74.005646,40.725573,-74.005086,40.731567,2
76584,2012-07-18 12:18:00.00000041,7.7,2012-07-18 12:18:00 UTC,-73.95013,40.784445,-73.95831,40.800885,2
10099,2013-02-22 02:48:00.00000065,9.5,2013-02-22 02:48:00 UTC,-73.995547,40.72088,-73.958832,40.7121,1
96327,2015-05-20 14:34:10.0000003,8.0,2015-05-20 14:34:10 UTC,-74.00450897216798,40.752098083496094,-74.0038833618164,40.74031448364258,1
56305,2015-05-10 14:12:45.0000007,6.0,2015-05-10 14:12:45 UTC,-73.97702026367188,40.77998733520508,-73.96414947509766,40.77705383300781,2
6206,2013-05-31 20:02:00.00000080,5.0,2013-05-31 20:02:00 UTC,-73.982252,40.773972,-73.982192,40.782167,1
17288,2012-04-15 14:07:41.0000002,13.3,2012-04-15 14:07:41 UTC,-73.998818,40.681078,-73.987709,40.714269,3
98386,2009-05-12 08:36:08.0000002,3.7,2009-05-12 08:36:08 UTC,-73.975539,40.789267,-73.970163,40.794348,1
10134,2009-02-21 17:05:35.0000001,9.3,2009-02-21 17:05:35 UTC,-73.964391,40.755591,-73.996473,40.742861,1
84290,2012-10-14 23:08:20.0000001,27.0,2012-10-14 23:08:20 UTC,-73.874522,40.774056,-73.994737,40.723055,1
54228,2009-10-30 23:53:51.0000004,6.5,2009-10-30 23:53:51 UTC,-73.997348,40.729239,-73.998035,40.716878,2
13173,2011-08-16 23:53:35.0000001,14.1,2011-08-16 23:53:35 UTC,-74.005077,40.72297,-73.99454899999998,40.67669,1
67793,2012-07-17 11:10:00.00000036,9.7,2012-07-17 11:10:00 UTC,-73.974122,40.778887,-73.97316500000002,40.763902,1
83836,2014-07-18 00:14:52.0000003,15.0,2014-07-18 00:14:52 UTC,-74.007693,40.74292,-73.95868,40.802432,1
3783,2012-10-18 18:05:28.0000002,7.5,2012-10-18 18:05:28 UTC,-73.982302,40.772788,-73.96974200000002,40.789835,1
9930,2013-03-19 14:53:00.00000017,7.0,2013-03-19 14:53:00 UTC,-73.979343,40.76637,-73.96435699999998,40.7703,1
74762,2010-06-26 23:52:00.000000166,40.5,2010-06-26 23:52:00 UTC,-73.786635,40.641217,-73.946507,40.714348,1
80733,2013-11-16 14:51:25.0000004,5.0,2013-11-16 14:51:25 UTC,-73.95297099999998,40.768478,-73.957065,40.774862,2
60802,2015-05-14 14:13:07.0000004,8.0,2015-05-14 14:13:07 UTC,-73.97803497314453,40.75886154174805,-73.98790740966798,40.740867614746094,1
42245,2010-07-22 09:00:00.000000194,4.9,2010-07-22 09:00:00 UTC,-73.98375,40.753733,-73.973772,40.764738,2
14623,2011-06-24 15:36:00.000000139,4.9,2011-06-24 15:36:00 UTC,-74.004153,40.737582,-74.004153,40.737582,1
69809,2009-08-26 07:57:00.00000042,4.1,2009-08-26 07:57:00 UTC,-73.994238,40.751342,-73.99775,40.756472,2
5311,2010-05-08 12:59:27.0000002,6.1,2010-05-08 12:59:27 UTC,-73.991382,40.73232,-74.006419,40.714121,1
75100,2012-01-27 14:41:31.0000001,11.3,2012-01-27 14:41:31 UTC,-73.99860799999998,40.723588,-73.984122,40.757301,1
8412,2012-01-30 17:16:00.000000191,6.5,2012-01-30 17:16:00 UTC,-73.973337,40.75215,-73.962277,40.76744,1
88889,2011-11-27 20:44:00.000000132,64.5,2011-11-27 20:44:00 UTC,-73.99155999999998,40.759952,-74.027107,40.749742,1
52804,2013-02-14 00:21:00.00000061,4.5,2013-02-14 00:21:00 UTC,-73.982522,40.723205,-73.97903199999998,40.73004,1
89955,2012-04-01 19:18:00.00000046,20.1,2012-04-01 19:18:00 UTC,-73.979885,40.767122,-73.97909,40.755975,1
72567,2009-01-24 21:49:06.0000002,10.9,2009-01-24 21:49:06 UTC,-73.989878,40.734826,-73.977441,40.76422700000001,2
53323,2010-08-11 14:00:00.00000044,4.5,2010-08-11 14:00:00 UTC,-73.98479300000002,40.769247,-73.982907,40.76583,1
27008,2012-03-20 08:16:15.0000001,6.5,2012-03-20 08:16:15 UTC,-73.981185,40.77953400000001,-73.962127,40.805224,1
43143,2011-09-13 18:59:25.0000003,7.3,2011-09-13 18:59:25 UTC,-73.975985,40.777028,-73.968514,40.79072,1
76112,2013-11-08 18:15:00.00000024,8.0,2013-11-08 18:15:00 UTC,-73.97927,40.755512,-73.993995,40.735522,1
13480,2012-02-16 01:20:02.0000001,9.7,2012-02-16 01:20:02 UTC,-73.974604,40.76023,-73.99445899999998,40.724126,1
66187,2011-05-15 01:11:00.00000062,17.3,2011-05-15 01:11:00 UTC,-73.99868199999997,40.727937,-73.978785,40.787612,1
15835,2014-12-06 01:41:49.0000003,5.0,2014-12-06 01:41:49 UTC,-73.92228100000001,40.752936,-73.92228100000001,40.752936,1
41287,2011-12-24 17:54:23.0000001,4.5,2011-12-24 17:54:23 UTC,-73.95421,40.774643,-73.946174,40.777189,1
70816,2013-05-28 15:23:00.00000058,20.0,2013-05-28 15:23:00 UTC,-74.006197,40.706142,-73.988212,40.759247,5
9832,2012-05-05 18:09:00.000000230,16.1,2012-05-05 18:09:00 UTC,-73.950517,40.723277,-74.00913,40.715647,1
37321,2012-01-09 20:32:13.0000002,5.3,2012-01-09 20:32:13 UTC,-73.99379300000003,40.735684,-73.988372,40.748948,1
94320,2009-07-10 19:25:38.0000004,6.9,2009-07-10 19:25:38 UTC,-73.973329,40.762716,-73.982444,40.771556,2
60143,2009-12-24 14:18:00.000000174,18.1,2009-12-24 14:18:00 UTC,-74.010285,40.70434,-73.979798,40.762362,1
15567,2010-06-16 20:10:00.00000036,27.7,2010-06-16 20:10:00 UTC,-73.777125,40.645642,-73.740377,40.761042,5
66537,2012-07-11 21:45:00.000000274,11.3,2012-07-11 21:45:00 UTC,-74.00365,40.70615,-73.99968299999998,40.726917,5
27975,2011-08-29 10:04:45.0000001,10.1,2011-08-29 10:04:45 UTC,-73.97652099999998,40.780552,-73.975459,40.752785,1
90106,2011-10-21 00:51:00.00000087,8.5,2011-10-21 00:51:00 UTC,-73.94877,40.782127,-73.96555699999998,40.758872,1
38184,2013-11-18 04:20:05.0000001,18.5,2013-11-18 04:20:05 UTC,-73.999003,40.734195,-73.918616,40.742941,2
37967,2013-03-30 03:05:00.00000044,14.5,2013-03-30 03:05:00 UTC,-74.00381,40.726145,-73.98133,40.729172,1
55037,2013-05-21 09:32:36.0000003,7.0,2013-05-21 09:32:36 UTC,-73.99168900000002,40.750147,-73.988755,40.737102,1
99277,2012-01-15 21:14:00.000000136,9.3,2012-01-15 21:14:00 UTC,0.0,0.0,0.0,0.0,2
86217,2012-04-12 08:22:43.0000005,6.1,2012-04-12 08:22:43 UTC,-73.97885500000002,40.74754,-73.991547,40.731273,1
16575,2013-11-12 04:11:57.0000001,11.5,2013-11-12 04:11:57 UTC,-73.999166,40.727977,-73.98711,40.759518,1
95622,2013-09-04 09:17:00.000000101,45.33,2013-09-04 09:17:00 UTC,-73.975318,40.755812,-73.846055,40.754497,1
89719,2013-01-29 09:00:46.0000001,5.0,2013-01-29 09:00:46 UTC,-73.970175,40.784263,-73.962374,40.776354,1
45272,2014-10-14 21:28:24.0000001,19.5,2014-10-14 21:28:24 UTC,-74.006664,40.749638,-73.949087,40.777437,1
47725,2015-05-04 15:32:52.0000005,7.0,2015-05-04 15:32:52 UTC,-73.95906829833984,40.783390045166016,-73.96878051757811,40.78515625,1
50070,2013-11-27 22:14:00.00000028,8.5,2013-11-27 22:14:00 UTC,-73.977517,40.784342,-73.988297,40.764825,1
7399,2015-04-14 20:02:02.0000004,7.5,2015-04-14 20:02:02 UTC,-73.99375915527344,40.736610412597656,-74.0068130493164,40.720115661621094,1
8627,2013-06-25 18:53:00.00000017,6.0,2013-06-25 18:53:00 UTC,-73.954987,40.773492,-73.989202,40.744562,5
3357,2012-11-28 11:00:00.000000155,7.0,2012-11-28 11:00:00 UTC,-73.986053,40.726643,-73.987432,40.737537,3
49331,2014-01-07 14:56:00.000000207,12.0,2014-01-07 14:56:00 UTC,-73.990122,40.751542,-73.99802199999998,40.71691,1
15114,2013-09-01 01:58:07.0000002,30.5,2013-09-01 01:58:07 UTC,-74.000896,40.736425,-73.904505,40.702374,2
4370,2013-05-27 15:11:00.000000108,11.5,2013-05-27 15:11:00 UTC,-73.98297,40.76936,-73.971485,40.751105,2
55808,2014-10-21 16:01:00.000000108,12.0,2014-10-21 16:01:00 UTC,-73.97835699999997,40.772955,-73.947748,40.779047,1
74873,2014-01-28 07:03:02.0000003,4.5,2014-01-28 07:03:02 UTC,-73.989391,40.730291,-73.998935,40.734019,1
55483,2014-01-07 12:47:00.00000036,5.0,2014-01-07 12:47:00 UTC,-73.963342,40.80852700000001,-73.957892,40.815197,1
25954,2010-04-20 14:55:52.0000005,11.3,2010-04-20 14:55:52 UTC,-74.008204,40.72341,-73.977818,40.763323,1
65934,2014-11-15 02:23:00.00000014,7.0,2014-11-15 02:23:00 UTC,-73.997935,40.735857,-73.982152,40.728072,2
48146,2012-09-01 16:36:00.00000058,7.3,2012-09-01 16:36:00 UTC,-73.99933,40.722512,-74.008622,40.71143,1
84348,2011-12-27 16:08:00.000000127,4.9,2011-12-27 16:08:00 UTC,-73.977695,40.757197,-73.974822,40.75634,1
94600,2011-11-07 14:22:00.000000189,4.1,2011-11-07 14:22:00 UTC,-73.987685,40.733422,-73.982058,40.729382,1
2684,2011-03-25 21:49:00.000000206,3.3,2011-03-25 21:49:00 UTC,-74.00076800000002,40.747268,-74.006215,40.743792,5
12159,2012-12-02 03:06:46.0000004,25.0,2012-12-02 03:06:46 UTC,-73.977695,40.74612,-74.010987,40.67697800000001,3
17973,2014-09-04 09:10:54.0000001,6.0,2014-09-04 09:10:54 UTC,-73.999925,40.748305,-73.989285,40.743351,1
54542,2012-02-24 17:56:39.0000003,8.9,2012-02-24 17:56:39 UTC,-73.977109,40.765127,-73.99262,40.755174,4
98297,2012-05-14 12:55:55.0000001,49.8,2012-05-14 12:55:55 UTC,-73.778163,40.646823,-73.980357,40.765643,1
76506,2012-02-24 19:19:07.0000006,4.5,2012-02-24 19:19:07 UTC,-73.960625,40.818135,-73.950467,40.80977,0
70658,2010-09-07 09:37:00.00000079,6.9,2010-09-07 09:37:00 UTC,-74.005522,40.74568,-73.98469300000002,40.774568,2
50349,2009-12-31 20:37:00.000000183,19.87,2009-12-31 20:37:00 UTC,-73.949278,40.785173,-73.92248199999997,40.760618,1
43757,2011-02-24 23:45:00.00000010,8.5,2011-02-24 23:45:00 UTC,-73.989207,40.742832,-73.988282,40.723437,1
57740,2009-04-11 00:02:22.0000004,5.8,2009-04-11 00:02:22 UTC,-73.981714,40.763405,-73.991374,40.750031,2
82507,2009-05-22 16:57:00.000000168,4.9,2009-05-22 16:57:00 UTC,-73.991495,40.754538,-73.981085,40.746622,1
38264,2012-09-14 08:21:53.0000002,11.5,2012-09-14 08:21:53 UTC,-73.958347,40.778835,-73.97577199999998,40.755224,1
21251,2013-02-03 20:27:00.00000030,9.0,2013-02-03 20:27:00 UTC,-73.996248,40.725785,-73.9789,40.741212,5
90537,2015-03-05 15:55:09.0000001,5.0,2015-03-05 15:55:09 UTC,-73.97551727294923,40.7918357849121,-73.98076629638672,40.78428649902344,1
71544,2014-03-30 11:59:00.00000044,7.0,2014-03-30 11:59:00 UTC,-73.978902,40.782375,-73.97813199999999,40.77326,1
8707,2010-03-22 14:15:00.000000139,20.9,2010-03-22 14:15:00 UTC,-73.788083,40.648597,-73.808308,40.666422,1
32136,2014-02-28 11:18:54.0000006,5.0,2014-02-28 11:18:54 UTC,-73.989338,40.742747,-74.000498,40.74625,1
3652,2009-07-19 22:25:16.0000004,7.7,2009-07-19 22:25:16 UTC,-73.99087800000002,40.766081,-73.972155,40.799012,1
26099,2013-05-30 13:33:41.0000004,8.0,2013-05-30 13:33:41 UTC,-74.001751,40.750897,-73.990016,40.763877,1
4783,2013-02-09 13:33:00.000000138,6.5,2013-02-09 13:33:00 UTC,-74.00095,40.731627,-73.987385,40.725297,1
22814,2014-04-22 19:37:33.0000002,15.0,2014-04-22 19:37:33 UTC,-73.94559100000002,40.782092,-73.991004,40.751086,1
16040,2015-05-23 01:45:48.0000002,20.0,2015-05-23 01:45:48 UTC,-73.9531478881836,40.71144485473633,-73.9227066040039,40.76076889038085,1
71908,2011-04-22 07:26:07.0000001,6.5,2011-04-22 07:26:07 UTC,-73.980115,40.739312,-73.995159,40.748829,2
47133,2011-11-07 23:47:44.0000002,9.3,2011-11-07 23:47:44 UTC,-73.99279399999998,40.719759,-73.99589399999998,40.749053,1
78902,2015-03-24 10:38:51.0000003,9.5,2015-03-24 10:38:51 UTC,-73.99855041503906,40.76091766357422,-73.98417663574219,40.7845458984375,1
37794,2010-10-13 02:10:51.0000002,35.7,2010-10-13 02:10:51 UTC,-73.98867,40.722642,-73.77695899999998,40.765193,1
63183,2012-10-31 10:40:10.0000002,24.0,2012-10-31 10:40:10 UTC,-73.969651,40.76357700000001,-74.004752,40.70709,1
57642,2014-12-24 20:36:57.0000003,9.5,2014-12-24 20:36:57 UTC,-73.96797099999998,40.762981,-73.992248,40.75438,1
53468,2014-10-07 08:21:00.000000131,5.5,2014-10-07 08:21:00 UTC,-73.968272,40.801982,-73.95828,40.802292,1
